what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332197698520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332197698678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332197698816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332197698958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332197699044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332197700351
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1332197702656
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1332197703101
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1332197704125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1332197709999
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1332197710101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332197711087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332197712121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332197713019
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1332197714372
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1332197714927
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1332197716328
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1332197725116
opened,editor,jd.ide.eclipse,0.1.3,"jd.ide.eclipse.editors.JDClassFileEditor.macosx.x86_64",1332197725726
activated,editor,jd.ide.eclipse,0.1.3,"jd.ide.eclipse.editors.JDClassFileEditor.macosx.x86_64",1332197725813
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1332197734502
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1332197745045
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1332197748493
activated,editor,jd.ide.eclipse,0.1.3,"jd.ide.eclipse.editors.JDClassFileEditor.macosx.x86_64",1332197748501
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1332197750080
closed,editor,jd.ide.eclipse,0.1.3,"jd.ide.eclipse.editors.JDClassFileEditor.macosx.x86_64",1332197750080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1332197750090
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332197754244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332197761233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332197763429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1332197763455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332197766701
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1332197773247
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1332197773271
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332197785743
closed,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1332197785753
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1332197787577
started,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1332197788956
started,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1332197788966
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332197789558
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332197789598
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332197799784
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332197799784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1332197799793
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1332197801746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332197803162
error,log,,,"Communication with repository at http://webdav.wcgtools.intuit.com/eclipse_plugin/3_0_4/ failed.",1332197835173
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1332197838919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332197865679
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332197870290
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1332197870306
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1332197870746
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1332197870749
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1332197870763
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1332197870764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332197873018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332197925931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332197925983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332197925983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332197927236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198046920
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1332198047702
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332198048655
error,log,,,"Core exception while retrieving the content description",1332198060820
error,log,,,"Core exception while retrieving the content description",1332198060843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332198060853
error,log,,,"Core exception while retrieving the content description",1332198061573
error,log,,,"Core exception while retrieving the content description",1332198061576
error,log,,,"Core exception while retrieving the content description",1332198061579
error,log,,,"Core exception while retrieving the content description",1332198061582
error,log,,,"Core exception while retrieving the content description",1332198061584
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332198064024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198065617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198080603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332198080652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332198080652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198081861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198189882
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332198191060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198196633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198197557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198197670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198216133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198216793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198217721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198221281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198232329
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332198234528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198241031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198249288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1332198249305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1332198249305
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332198250274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332198252170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201263028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201265924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201399363
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1332201401157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1332201403070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201404067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201412389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201414605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201420280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201421606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201432870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201434569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201443211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332201455296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332201455439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332201455590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332201455718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332201455859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332201455989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332201456397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332201457658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1332201462516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332201464428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332201470812
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1332201473444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332201477227
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332201480739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201483478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332201495415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332201495415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201522549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201526137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201548643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332201548666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332201548666
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1332201550546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201555610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201636319
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332201638087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201640044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201665652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332201681345
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332201683612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201687405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201698358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332201698380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1332201698380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332201699392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332203263737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332203717768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332203807141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332203811943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332203927846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1332203927868
error,log,,,"Core exception while retrieving the content description",1332203934544
error,log,,,"Core exception while retrieving the content description",1332203934547
error,log,,,"Core exception while retrieving the content description",1332203934550
error,log,,,"Core exception while retrieving the content description",1332203934553
error,log,,,"Core exception while retrieving the content description",1332203934556
error,log,,,"Core exception while retrieving the content description",1332203934560
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1332204105296
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1332204105311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1332204105312
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332204128634
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1332204128647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332204245014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332204255686
